Gene stable ID	Gene start (bp)	Gene end (bp)
WBGene00008420	7590543	7591204
WBGene00008421	7583810	7585340
WBGene00008439	8779731	8785415
WBGene00008440	8758156	8759032
WBGene00008470	12403110	12404489
WBGene00008471	12405525	12406946
WBGene00008472	12407564	12411435
WBGene00008473	12413809	12415745
WBGene00008474	12417386	12418800
WBGene00008475	12421239	12424411
WBGene00008476	12424555	12426850
WBGene00008477	12430028	12431500
WBGene00008478	12433061	12434886
WBGene00008479	12435726	12437285
WBGene00008528	8406828	8407645
WBGene00008529	8404547	8405955
WBGene00008530	8424993	8426093
WBGene00008531	8413253	8416195
WBGene00008532	8429931	8435864
WBGene00008533	8427089	8429832
WBGene00008541	7352415	7353701
WBGene00008542	7354491	7357180
WBGene00008543	7357180	7359100
WBGene00008564	12938555	12942224
WBGene00008565	12942280	12946562
WBGene00008566	12946937	12950991
WBGene00008567	12951025	12954015
WBGene00008568	12955328	12957902
WBGene00008569	12958639	12959955
WBGene00008570	8174888	8208740
WBGene00008610	14271893	14274213
WBGene00008611	14285937	14287077
WBGene00008612	14287872	14295898
WBGene00008613	14283464	14285319
WBGene00008648	8435958	8438638
WBGene00008649	8439756	8440470
WBGene00008650	8441543	8442452
WBGene00008651	8442695	8444934
WBGene00008652	8445351	8451023
WBGene00008661	10019643	10021069
WBGene00008662	10021702	10022872
WBGene00008663	10023810	10025831
WBGene00008664	10046442	10048028
WBGene00008665	10030174	10046760
WBGene00008666	10050691	10062026
WBGene00008667	10048087	10050770
WBGene00008681	11680913	11682441
WBGene00008695	14867924	14871467
WBGene00008762	7291272	7293331
WBGene00008763	7296913	7299983
WBGene00008764	7300062	7300913
WBGene00008765	7301007	7303227
WBGene00008766	7303300	7304690
WBGene00008767	7304918	7307010
WBGene00008768	7313585	7314277
WBGene00008769	7307117	7308626
WBGene00008770	7295753	7297004
WBGene00008779	9265951	9270919
WBGene00008780	9271443	9278689
WBGene00008781	9280963	9286577
WBGene00008782	12216249	12217766
WBGene00008783	12218433	12222298
WBGene00008784	12230418	12232303
WBGene00008785	12236018	12238252
WBGene00008786	12239160	12241808
WBGene00008787	12232689	12235193
WBGene00008852	7021946	7029076
WBGene00008853	11560637	11564387
WBGene00008854	11565238	11570803
WBGene00008855	11570886	11571178
WBGene00008856	11572121	11577488
WBGene00008857	11578641	11579612
WBGene00008858	11579861	11581986
WBGene00008870	12157151	12158712
WBGene00008876	9393948	9404024
WBGene00008877	9390829	9393095
WBGene00008878	9364099	9389982
WBGene00008885	10147325	10149888
WBGene00008886	10150280	10155131
WBGene00008887	8363954	8369917
WBGene00008889	8375490	8377565
WBGene00008890	8384931	8387039
WBGene00008905	13184852	13188234
WBGene00008906	13191983	13194645
WBGene00008907	13197179	13198374
WBGene00008908	13199359	13200980
WBGene00008909	13204497	13205403
WBGene00008934	8095740	8098444
WBGene00008935	8060791	8061793
WBGene00008990	7918443	7926338
WBGene00008991	7913937	7918341
WBGene00009001	7274282	7278573
WBGene00009002	7279658	7280501
WBGene00009004	7282964	7283818
WBGene00009005	7283907	7285762
WBGene00009022	14913623	14915571
WBGene00009050	7079868	7081520
WBGene00009051	7090623	7091371
WBGene00009052	7095486	7098406
WBGene00009054	7099810	7101775
WBGene00009055	7098649	7099005
WBGene00009056	7102216	7103392
WBGene00009061	13139132	13141789
WBGene00009063	13152575	13153706
WBGene00009064	13155239	13161508
WBGene00009065	13162492	13182725
WBGene00009112	10401065	10402774
WBGene00009113	10418234	10421858
WBGene00009114	10422958	10429026
WBGene00009116	10543024	10546435
WBGene00009117	10547721	10549876
WBGene00009118	10551972	10553035
WBGene00009119	10553116	10553913
WBGene00009120	10554366	10557838
WBGene00009121	10558323	10560006
WBGene00009122	10569112	10570030
WBGene00009123	10570079	10571916
WBGene00009124	10571954	10577135
WBGene00009125	9179941	9181119
WBGene00009126	9168432	9177488
WBGene00009127	9159938	9163261
WBGene00009128	9159015	9159757
WBGene00009129	9155513	9157411
WBGene00009130	9177664	9178703
WBGene00009140	7640338	7641767
WBGene00009141	7642270	7643328
WBGene00009142	7656978	7658291
WBGene00009143	7667729	7669900
WBGene00009144	7670314	7672714
WBGene00009145	7674734	7676127
WBGene00009157	9757854	9760787
WBGene00009158	9762403	9767873
WBGene00009159	9771061	9772565
WBGene00009160	9768836	9771068
WBGene00009161	9773172	9774012
WBGene00009162	9774165	9779541
WBGene00009163	9781338	9785722
WBGene00009164	9793756	9796675
WBGene00009165	9780287	9781418
WBGene00009173	9287437	9289770
WBGene00009174	9289753	9294035
WBGene00009176	9305751	9306844
WBGene00009177	9312635	9314488
WBGene00009178	9317736	9327279
WBGene00009187	7702429	7704584
WBGene00009188	7704565	7707049
WBGene00009189	7725019	7727112
WBGene00009190	7731121	7737995
WBGene00009191	7723754	7724656
WBGene00009210	12691318	12691762
WBGene00009220	11168607	11177726
WBGene00009243	10579413	10580890
WBGene00009250	8840634	8841163
WBGene00009251	8841770	8842323
WBGene00009252	8842552	8845595
WBGene00009254	7634494	7639780
WBGene00009260	9472642	9474794
WBGene00009261	9479101	9480774
WBGene00009262	9492615	9494589
WBGene00009263	9483810	9486540
WBGene00009264	9488488	9492620
WBGene00009266	9504515	9505768
WBGene00009267	9506553	9511184
WBGene00009268	9477478	9478098
WBGene00009269	9481629	9482275
WBGene00009270	7832692	7835453
WBGene00009271	7826442	7831629
WBGene00009272	7835814	7836967
WBGene00009274	7847246	7848920
WBGene00009276	7837063	7840022
WBGene00009277	7840442	7846923
WBGene00009284	15036373	15040487
WBGene00009285	15041433	15050700
WBGene00009286	15050797	15052420
WBGene00009287	15053025	15053670
WBGene00009288	15053617	15059003
WBGene00009304	14829667	14834839
WBGene00009305	14839856	14843128
WBGene00009306	14846476	14850137
WBGene00009312	11510066	11512769
WBGene00009313	11512840	11513853
WBGene00009314	11517558	11526962
WBGene00009315	11517748	11520660
WBGene00009316	11515127	11517108
WBGene00009318	11501625	11507129
WBGene00009341	8971139	8973063
WBGene00009342	8975384	8986534
WBGene00009343	8998532	8999564
WBGene00009344	8995572	8997290
WBGene00009345	8989938	8993461
WBGene00009346	8970293	8971031
WBGene00009359	12579897	12580957
WBGene00009360	12582074	12584711
WBGene00009361	12591116	12597442
WBGene00009362	12587242	12591091
WBGene00009363	12585382	12585971
WBGene00009366	15023092	15027761
WBGene00009367	15034517	15035467
WBGene00009368	15005603	15013904
WBGene00009369	15014851	15016595
WBGene00009370	15027717	15030666
WBGene00009371	15031145	15033039
WBGene00009408	9813034	9823448
WBGene00009409	11738726	11740762
WBGene00009410	11736637	11737699
WBGene00009411	11733940	11735964
WBGene00009412	11741603	11743951
WBGene00009413	11707818	11712197
WBGene00009414	11714956	11717616
WBGene00009415	11718864	11719790
WBGene00009416	11723427	11726326
WBGene00009451	8804799	8808081
WBGene00009452	8801612	8804697
WBGene00009453	8798785	8801694
WBGene00009454	8813761	8814979
WBGene00009455	8808775	8813298
WBGene00009456	8816978	8821359
WBGene00009457	8819499	8820139
WBGene00009458	8822188	8823637
WBGene00009459	8826167	8826670
WBGene00009460	8828048	8838719
WBGene00009461	11276451	11280018
WBGene00009462	11282473	11286290
WBGene00009463	11271708	11272346
WBGene00009464	11266070	11266474
WBGene00009465	11269946	11271226
WBGene00009466	11263066	11263661
WBGene00009467	11256550	11259225
WBGene00009468	11274899	11276346
WBGene00009475	9018623	9020304
WBGene00009476	9016755	9017994
WBGene00009477	9009260	9013885
WBGene00009478	9001913	9003963
WBGene00009479	9004513	9008708
WBGene00009480	9000097	9001721
WBGene00009481	9015357	9015711
WBGene00009498	9234174	9245924
WBGene00009499	9246028	9249383
WBGene00009500	9251838	9261657
WBGene00009507	10479283	10484969
WBGene00009508	10475522	10478129
WBGene00009509	10486714	10487322
WBGene00009510	10488648	10489569
WBGene00009553	14791040	14794371
WBGene00009554	14788125	14789517
WBGene00009556	14775184	14776663
WBGene00009557	14770689	14775007
WBGene00009558	14760644	14768980
WBGene00009559	14755154	14756432
WBGene00009562	8658874	8659967
WBGene00009563	8664925	8666499
WBGene00009565	8696603	8697596
WBGene00009607	12247771	12250210
WBGene00009608	12251906	12253554
WBGene00009609	12254506	12257180
WBGene00009610	12259912	12262848
WBGene00009611	12264521	12266267
WBGene00009612	12267045	12267491
WBGene00009613	12267499	12268128
WBGene00009614	12272981	12274636
WBGene00009615	12269255	12272190
WBGene00009616	12276893	12278775
WBGene00009646	9576357	9577907
WBGene00009664	8606404	8608631
WBGene00009665	8609925	8611066
WBGene00009666	8612728	8615175
WBGene00009667	8610894	8612602
WBGene00009668	8615388	8616420
WBGene00009670	8617400	8618889
WBGene00009671	8638514	8640236
WBGene00009672	8640508	8644399
WBGene00009673	8605263	8606584
WBGene00009693	13250519	13252902
WBGene00009695	13254141	13257729
WBGene00009696	13263803	13265570
WBGene00009697	13258381	13260217
WBGene00009698	13260933	13262727
WBGene00009743	10366621	10371699
WBGene00009744	10374809	10379631
WBGene00009745	10381082	10382040
WBGene00009746	11242732	11243526
WBGene00009747	11241225	11241970
WBGene00009748	11239684	11240473
WBGene00009749	11243836	11245003
WBGene00009750	11238117	11238227
WBGene00009751	11235882	11236707
WBGene00009752	11252238	11252981
WBGene00009753	11253256	11256022
WBGene00009754	9457456	9458842
WBGene00009755	9459287	9460550
WBGene00009822	14054593	14056894
WBGene00009823	14078193	14082643
WBGene00009824	14075836	14078211
WBGene00009825	14062749	14068803
WBGene00009826	14060876	14062137
WBGene00009827	14059411	14060829
WBGene00009828	14052136	14054154
WBGene00009861	14298755	14299763
WBGene00009862	14297287	14298265
WBGene00009863	14311009	14312871
WBGene00009864	14316650	14318522
WBGene00009865	14331085	14339831
WBGene00009915	7317646	7318337
WBGene00009916	7322270	7324415
WBGene00009917	7339204	7345949
WBGene00009918	7345932	7347427
WBGene00009919	7347222	7350386
WBGene00009920	8296917	8307566
WBGene00009921	8315898	8318250
WBGene00009922	8318347	8323987
WBGene00009923	8313228	8315432
WBGene00009937	9901255	9902929
WBGene00009938	9921211	9921961
WBGene00009939	9902943	9910545
WBGene00009940	9928946	9930885
WBGene00009941	9923610	9924280
WBGene00009942	9925978	9929032
WBGene00009958	8931035	8942287
WBGene00009959	8947304	8948711
WBGene00009960	8950448	8951053
WBGene00009961	8954559	8957482
WBGene00009962	8948778	8954394
WBGene00009963	8946686	8947201
WBGene00009964	8945533	8946205
WBGene00010110	7884319	7885769
WBGene00010111	7889310	7894864
WBGene00010112	7896125	7897725
WBGene00010113	7906826	7914269
WBGene00010114	7901932	7903243
WBGene00010133	8866907	8868293
WBGene00010134	8876319	8893051
WBGene00010135	8893308	8894137
WBGene00010136	8869709	8871698
WBGene00010137	8853686	8861274
WBGene00010157	11342087	11347288
WBGene00010158	11358167	11359301
WBGene00010159	11374620	11380127
WBGene00010160	11380231	11388751
WBGene00010161	11364321	11374334
WBGene00010162	12281221	12282615
WBGene00010163	12287199	12289307
WBGene00010164	12289552	12290191
WBGene00010165	12290449	12292212
WBGene00010166	12292269	12293936
WBGene00010167	12294380	12296263
WBGene00010168	12297734	12300817
WBGene00010169	12301424	12303157
WBGene00010170	12303599	12306820
WBGene00010171	12307731	12310406
WBGene00010172	12312335	12314895
WBGene00010173	12283270	12285384
WBGene00010242	12066010	12068668
WBGene00010243	12069806	12072878
WBGene00010244	12041035	12045200
WBGene00010245	12034072	12037230
WBGene00010246	12032289	12033706
WBGene00010247	12029927	12031762
WBGene00010248	12045201	12046617
WBGene00010291	7755778	7756353
WBGene00010323	10522091	10523996
WBGene00010324	10524424	10525509
WBGene00010325	10518379	10519263
WBGene00010326	10519360	10520761
WBGene00010327	10508966	10513396
WBGene00010328	10532667	10534484
WBGene00010366	7972473	7977078
WBGene00010367	7984889	7993159
WBGene00010369	7009139	7015212
WBGene00010370	7005443	7009190
WBGene00010371	7002870	7003481
WBGene00010399	12635172	12636542
WBGene00010400	12637026	12638418
WBGene00010401	12638730	12640485
WBGene00010402	12641603	12642187
WBGene00010416	11311516	11323110
WBGene00010417	11308121	11311053
WBGene00010419	12652277	12654646
WBGene00010420	12647376	12652087
WBGene00010421	9149474	9153252
WBGene00010422	9154228	9154789
WBGene00010427	7140278	7147230
WBGene00010487	9744242	9745990
WBGene00010488	9745967	9747923
WBGene00010495	8511600	8512505
WBGene00010496	8509041	8511412
WBGene00010497	8513919	8517535
WBGene00010498	8517481	8526621
WBGene00010499	8518902	8519510
WBGene00010500	8526758	8529271
WBGene00010537	14118753	14127199
WBGene00010560	8026606	8028752
WBGene00010562	8032863	8035696
WBGene00010563	8035798	8037141
WBGene00010564	8036944	8039752
WBGene00010565	8040799	8043277
WBGene00010566	8047345	8049351
WBGene00010567	8055459	8057029
WBGene00010568	8057762	8060557
WBGene00010569	8039879	8040526
WBGene00010576	14251061	14252362
WBGene00010577	14252957	14255510
WBGene00010578	14255684	14256970
WBGene00010579	14720588	14721979
WBGene00010580	14748538	14753138
WBGene00010581	14735236	14736945
WBGene00010582	14742765	14747789
WBGene00010583	14737702	14738796
WBGene00010584	14732426	14733549
WBGene00010585	14726804	14730719
WBGene00010586	14725296	14726131
WBGene00010587	14721763	14724739
WBGene00010608	9582682	9583533
WBGene00010609	9585317	9587206
WBGene00010610	9587169	9588132
WBGene00010611	9588710	9589931
WBGene00010612	9590506	9591821
WBGene00010613	9591939	9593103
WBGene00010614	9595276	9598363
WBGene00010615	9611815	9615082
WBGene00010616	9615195	9616474
WBGene00010617	9583869	9584817
WBGene00010618	9604810	9605179
WBGene00010619	9608926	9609705
WBGene00010620	8666595	8669792
WBGene00010621	8676666	8681325
WBGene00010622	8687634	8690937
WBGene00010623	8693451	8695159
WBGene00010624	8691039	8692622
WBGene00010641	7152463	7156868
WBGene00010642	7161016	7166518
WBGene00010643	7166932	7168783
WBGene00010644	7169997	7172189
WBGene00010645	7149937	7151887
WBGene00010650	11484778	11486598
WBGene00010651	11486895	11488471
WBGene00010652	11483392	11484571
WBGene00010653	11498914	11499655
WBGene00010654	11495521	11496245
WBGene00010730	9850020	9851791
WBGene00010731	9853658	9863492
WBGene00010732	9863588	9869055
WBGene00010738	7134738	7139973
WBGene00010740	7116092	7116889
WBGene00010766	14794899	14797166
WBGene00010767	14797660	14798705
WBGene00010768	12497467	12505010
WBGene00010769	12505028	12508064
WBGene00010770	12518787	12527906
WBGene00010771	12513516	12518694
WBGene00010804	13274111	13276462
WBGene00010805	13277061	13280175
WBGene00010806	13280892	13286497
WBGene00010807	13287551	13289542
WBGene00010808	13298209	13300716
WBGene00010817	12132553	12133639
WBGene00010818	12126455	12128965
WBGene00010819	12130070	12131381
WBGene00010820	12117997	12122282
WBGene00010821	12114064	12116304
WBGene00010822	12109096	12112505
WBGene00010823	12119111	12119586
WBGene00010824	12116949	12117128
WBGene00010825	12106912	12108503
WBGene00010854	8546063	8546725
WBGene00010855	8540025	8544415
WBGene00010856	9350274	9352700
WBGene00010857	9344724	9349558
WBGene00010858	9352882	9354541
WBGene00010859	9355072	9357079
WBGene00010869	7177953	7179430
WBGene00010870	7172463	7174156
WBGene00010871	7185695	7188298
WBGene00010872	7188465	7190581
WBGene00010873	7183053	7185709
WBGene00011026	12162399	12163703
WBGene00011027	12165729	12168022
WBGene00011028	12168238	12177782
WBGene00011029	12181046	12183297
WBGene00011030	12183688	12189007
WBGene00011032	8598658	8600923
WBGene00011033	8592092	8592926
WBGene00011034	8596333	8598552
WBGene00011035	8601339	8602034
WBGene00011036	8602125	8605165
WBGene00011037	8593027	8596225
WBGene00011058	11917834	11923915
WBGene00011059	11930704	11931757
WBGene00011060	11947001	11953126
WBGene00011061	7235371	7238790
WBGene00011062	7233645	7234501
WBGene00011063	7244937	7246295
WBGene00011064	7246849	7248741
WBGene00011065	7246075	7246811
WBGene00011066	7255380	7258700
WBGene00011155	11909366	11910104
WBGene00011156	11910328	11911021
WBGene00011230	7857823	7859417
WBGene00011231	7862736	7863553
WBGene00011232	7866136	7872080
WBGene00011234	7867577	7867918
WBGene00011235	7872057	7875554
WBGene00011344	8275611	8288124
WBGene00011345	8281969	8284460
WBGene00011352	8573855	8580157
WBGene00011353	8571557	8573749
WBGene00011375	8219998	8223009
WBGene00011376	8214382	8217998
WBGene00011378	8210931	8212411
WBGene00011379	8208712	8210703
WBGene00011380	8235747	8237498
WBGene00011384	11797032	11797947
WBGene00011385	11800433	11804991
WBGene00011386	11813779	11814451
WBGene00011387	11809132	11811266
WBGene00011388	11815910	11819277
WBGene00011389	11819539	11820051
WBGene00011390	11827549	11828619
WBGene00011431	13302759	13304311
WBGene00011432	13307031	13308787
WBGene00011433	13310915	13318704
WBGene00011434	13329175	13330998
WBGene00011435	13309994	13310715
WBGene00011488	9620233	9622370
WBGene00011489	9622522	9624724
WBGene00011490	9631388	9632402
WBGene00011491	9633183	9635945
WBGene00011492	9638886	9641736
WBGene00011493	9642344	9643804
WBGene00011494	9645699	9647676
WBGene00011495	9653021	9657040
WBGene00011497	9650499	9652946
WBGene00011531	9070247	9075077
WBGene00011532	9077565	9080024
WBGene00011545	12708863	12711596
WBGene00011546	12712158	12714722
WBGene00011547	12715648	12716583
WBGene00011548	12718296	12719795
WBGene00011549	12724751	12726206
WBGene00011550	12707513	12708691
WBGene00011551	12722045	12722883
WBGene00011581	12603772	12606248
WBGene00011582	12621171	12623084
WBGene00011583	12626742	12628997
