Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Caenorhabditis elegans gene stable ID	Caenorhabditis elegans chromosome/scaffold name	Caenorhabditis elegans chromosome/scaffold start (bp)	Caenorhabditis elegans chromosome/scaffold end (bp)	%id. target Caenorhabditis elegans gene identical to query gene	%id. query gene identical to target Caenorhabditis elegans gene	Caenorhabditis elegans orthology confidence [0 low, 1 high]
ENSG00000118454	1	70260588	70354734	WBGene00015301	II	4282321	4288211	42.5139	50.4386	1
ENSG00000010165	1	171781664	171814023	WBGene00015282	IV	6635039	6638155	32.618	34.7561	1
ENSG00000117533	1	171700160	171742247	WBGene00014084	IV	12560749	12561201	14.8936	20.5882	
ENSG00000117533	1	171700160	171742247	WBGene00004899	III	8203091	8205114	14.8936	20.5882	
ENSG00000117533	1	171700160	171742247	WBGene00044062	II	8859074	8859696	14.1844	19.6078	
ENSG00000143179	1	165827531	165911618	WBGene00007089	IV	12135074	12138193	43.295	45.5645	1
ENSG00000162761	1	165201867	165356715	WBGene00002987	X	3869753	3873295	23.0366	24.7887	
ENSG00000143248	1	163111121	163321791	WBGene00001179	V	12453955	12463008	30.8108	8.92019	
ENSG00000143248	1	163111121	163321791	WBGene00004345	X	12712653	12728391	28.6486	29.2818	
ENSG00000143248	1	163111121	163321791	WBGene00004344	III	10014188	10016558	30.8108	23.0769	
ENSG00000143436	1	151759643	151763564	WBGene00015025	I	10732543	10733686	21.3483	20.6522	0
ENSG00000117676	1	26529761	26575030	WBGene00012929	III	11245120	11252281	25.8065	34.9091	0
ENSG00000117676	1	26529761	26575030	WBGene00044281	X	391360	394828	19.6237	36.3184	0
ENSG00000117676	1	26529761	26575030	WBGene00011352	I	8573855	8580157	59.0054	54.602	0
ENSG00000031698	1	109213918	109238169	WBGene00005663	IV	10003726	10005599	60.0746	66.1191	0
ENSG00000118298	1	150257159	150265078	WBGene00000283	X	7020033	7023950	29.0801	31.6129	0
ENSG00000118298	1	150257159	150265078	WBGene00000279	III	5083206	5085289	21.6617	24.0924	
ENSG00000118298	1	150257159	150265078	WBGene00000284	I	3629471	3631112	18.9911	20.0627	
ENSG00000169242	1	155127460	155134857	WBGene00001165	IV	559234	568076	27.3171	16.092	0
ENSG00000169242	1	155127460	155134857	WBGene00006869	IV	3761192	3766826	19.0244	13.9785	0
ENSG00000169242	1	155127460	155134857	WBGene00001164	X	13475964	13477456	17.561	17.0616	0
ENSG00000169242	1	155127460	155134857	WBGene00001163	IV	10576350	10578288	17.561	16.5138	0
ENSG00000143590	1	155078872	155087538	WBGene00001165	IV	559234	568076	19.3277	13.2184	0
ENSG00000143590	1	155078872	155087538	WBGene00006869	IV	3761192	3766826	17.2269	14.6953	0
ENSG00000143590	1	155078872	155087538	WBGene00001164	X	13475964	13477456	15.9664	18.0095	0
ENSG00000143590	1	155078872	155087538	WBGene00001163	IV	10576350	10578288	14.7059	16.055	0
ENSG00000251246	1	155063748	155086807	WBGene00001165	IV	559234	568076	19.3133	12.931	0
ENSG00000251246	1	155063748	155086807	WBGene00006869	IV	3761192	3766826	17.1674	14.3369	0
ENSG00000251246	1	155063748	155086807	WBGene00001164	X	13475964	13477456	15.0215	16.5877	0
ENSG00000251246	1	155063748	155086807	WBGene00001163	IV	10576350	10578288	14.1631	15.1376	0
ENSG00000158850	1	161171310	161177968	WBGene00000269	I	1621346	1628476	36.8957	37.859	0
ENSG00000127054	1	1311585	1324691	WBGene00008642	II	8141213	8143478	54.1254	53.9474	1
ENSG00000171872	1	44118850	44135140	WBGene00018990	III	2874818	2880705	22.8792	17.9074	0
ENSG00000203666	1	244969705	245127164	WBGene00015264	X	9152493	9154184	22.2222	15.7205	
ENSG00000203666	1	244969705	245127164	WBGene00008453	V	12583726	12587991	20.9877	16.5049	
ENSG00000203666	1	244969705	245127164	WBGene00000285	V	12514875	12517205	30.2469	27.2222	
ENSG00000203666	1	244969705	245127164	WBGene00000287	IV	3829546	3835165	27.7778	19.2308	
ENSG00000143344	1	183636085	183928531	WBGene00017891	X	3210470	3220367	29.5143	26.9318	
ENSG00000162704	1	183620846	183635757	WBGene00000205	I	3069325	3070150	43.5065	44.0789	0
ENSG00000162704	1	183620846	183635757	WBGene00016729	I	5041492	5042055	35.0649	36.9863	0
ENSG00000135821	1	182381704	182392206	WBGene00001604	IV	16167785	16170859	63.2708	60.8247	0
ENSG00000135821	1	182381704	182392206	WBGene00001602	X	6058255	6060242	57.1046	55.3247	0
ENSG00000135821	1	182381704	182392206	WBGene00001606	IV	17272231	17273652	56.5684	57.1816	0
ENSG00000135821	1	182381704	182392206	WBGene00001607	IV	9739219	9740908	54.4236	55.163	0
ENSG00000158195	1	27404226	27490158	WBGene00006958	I	11924785	11929511	32.9317	35.0427	1
ENSG00000158710	1	159918107	159925732	WBGene00000780	I	10924240	10925753	22.7273	32.4675	0
ENSG00000158710	1	159918107	159925732	WBGene00000779	I	3987842	3988699	21.8182	33.8028	0
ENSG00000158710	1	159918107	159925732	WBGene00000777	I	8636123	8637971	32.7273	37.5	0
ENSG00000158710	1	159918107	159925732	WBGene00000778	II	337339	339248	36.8182	39.9015	0
ENSG00000116194	1	178849705	178871052	WBGene00020516	V	6842737	6846652	16.0896	21.2366	
ENSG00000116194	1	178849705	178871052	WBGene00011326	V	13689892	13703330	6.72098	1.02294	
ENSG00000183780	1	233904933	234324516	WBGene00022252	IV	6442229	6446532	22.6531	28.3163	0
ENSG00000117245	1	20664014	20718017	WBGene00003884	IV	3796306	3800461	34.5967	50.9299	1
ENSG00000090273	1	26900238	26946862	WBGene00003829	III	13341527	13342607	48.3384	50	1
ENSG00000143554	1	153774354	153780157	WBGene00009218	IV	12392121	12398706	27.5342	29.386	
ENSG00000143554	1	153774354	153780157	WBGene00007082	V	14146499	14148784	13.6986	17.6678	
ENSG00000143554	1	153774354	153780157	WBGene00022849	II	7061999	7064777	13.0137	16.8142	
ENSG00000143554	1	153774354	153780157	WBGene00008669	V	9508079	9510476	12.7397	17.0956	
ENSG00000143554	1	153774354	153780157	WBGene00019920	II	933018	936989	13.4247	13.9403	
ENSG00000143554	1	153774354	153780157	WBGene00011173	IV	10310772	10313670	13.2877	13.8571	
ENSG00000122435	1	100133150	100150497	WBGene00013026	V	14354410	14355754	24.1164	29.7436	0
ENSG00000143028	1	109466628	109482137	WBGene00004979	IV	8132175	8133692	19.1176	22.9075	0
ENSG00000283761	1	99970011	100083321	WBGene00016095	V	9030548	9032593	5.32959	7.72358	0
ENSG00000283761	1	99970011	100083321	WBGene00016094	V	9033567	9035605	5.8906	8.64198	0
ENSG00000283761	1	99970011	100083321	WBGene00016093	V	9036236	9040289	6.45161	9.36864	0
ENSG00000283761	1	99970011	100083321	WBGene00012222	II	11953239	11960743	7.71388	11	0
ENSG00000283761	1	99970011	100083321	WBGene00021814	III	3282308	3290215	9.67742	13.2948	0
ENSG00000283761	1	99970011	100083321	WBGene00017861	X	7672993	7676312	7.15287	10.241	0
ENSG00000283761	1	99970011	100083321	WBGene00010182	V	10075749	10077804	7.43338	10.883	0
ENSG00000283761	1	99970011	100083321	WBGene00010282	V	13672597	13676024	7.71388	11.8534	0
ENSG00000283761	1	99970011	100083321	WBGene00021870	IV	2931403	2936843	6.31136	10.4167	0
ENSG00000283761	1	99970011	100083321	WBGene00020798	II	147241	152825	36.6059	47.4545	0
ENSG00000117143	1	162561506	162599842	WBGene00007965	III	3841262	3843614	34.4828	37.1901	0
ENSG00000163050	1	226897536	226987545	WBGene00000767	III	4863427	4866949	40.1855	34.4371	0
ENSG00000160785	1	156193932	156212796	WBGene00008767	I	7304918	7307010	31.3665	27.0777	1
ENSG00000118217	1	161766294	161964070	WBGene00016162	II	5179034	5187569	7.31343	13.9601	
ENSG00000118217	1	161766294	161964070	WBGene00000222	X	12480948	12484904	14.9254	16.9779	
ENSG00000118217	1	161766294	161964070	WBGene00000793	III	11657738	11693837	7.46269	11.6822	
ENSG00000057468	1	75796882	75913238	WBGene00001872	II	7065020	7069966	26.6026	29.5724	1
ENSG00000243364	1	155063731	155069553	WBGene00001165	IV	559234	568076	21.256	12.6437	0
ENSG00000243364	1	155063731	155069553	WBGene00006869	IV	3761192	3766826	17.3913	12.9032	0
ENSG00000243364	1	155063731	155069553	WBGene00001164	X	13475964	13477456	17.8744	17.5355	0
ENSG00000243364	1	155063731	155069553	WBGene00001163	IV	10576350	10578288	18.3575	17.4312	0
ENSG00000143222	1	161152776	161158856	WBGene00008041	III	9331514	9332284	68.2635	70.3704	1
ENSG00000143341	1	185734551	186190949	WBGene00006759	IV	11972697	12011007	6.53061	5.1411	0
ENSG00000143341	1	185734551	186190949	WBGene00001000	X	8050476	8058220	2.04082	17.9688	0
ENSG00000122218	1	160288686	160343400	WBGene00022119	I	2895329	2900860	59.043	59.0909	0
ENSG00000091483	1	241497603	241519761	WBGene00001503	III	7465605	7467633	70.5882	71.8563	0
ENSG00000230124	1	180269653	180502954	WBGene00011731	III	13639893	13641688	25.1773	25.9124	1
ENSG00000259030	1	74198235	74544393	WBGene00016030	III	692538	696456	37.7239	42.1176	1
ENSG00000142784	1	27234516	27308633	WBGene00044440	I	1610390	1620080	25.1108	30.466	0
ENSG00000213064	1	168225938	168253025	WBGene00009191	I	7723754	7724656	34.375	33.9506	1
ENSG00000198842	1	167094045	167129165	WBGene00003043	IV	6842964	6845805	5.00864	15.2231	
ENSG00000198842	1	167094045	167129165	WBGene00009142	I	7656978	7658291	4.14508	21.2389	
ENSG00000081721	1	161749758	161757238	WBGene00003043	IV	6842964	6845805	16.4706	14.6982	
ENSG00000081721	1	161749758	161757238	WBGene00009142	I	7656978	7658291	12.6471	19.0265	
ENSG00000132773	1	45339670	45343975	WBGene00013265	II	12251667	12256628	27.6471	28.7755	1
ENSG00000158006	1	25959767	25998157	WBGene00003907	X	4291475	4297630	31.6327	31.9588	1
ENSG00000158006	1	25959767	25998157	WBGene00003906	I	4984760	4986739	32.1429	32.8125	1
ENSG00000143256	1	161100556	161118111	WBGene00019220	II	4326720	4328284	31.8182	34.7518	1
ENSG00000186517	1	161046946	161069970	WBGene00009800	X	9823752	9831249	10.6267	15.415	0
ENSG00000116641	1	62454298	62688368	WBGene00000419	IV	10484110	10492952	14.9695	17.9113	
ENSG00000116641	1	62454298	62688368	WBGene00018520	X	7245057	7254792	31.1591	32.9039	
ENSG00000162738	1	160400586	160428678	WBGene00015171	X	2885863	2890625	32.2457	31.5789	1
ENSG00000171786	1	160367067	160372848	WBGene00001959	X	2412953	2413377	41.3534	61.7978	
ENSG00000253831	1	157092044	157099808	WBGene00017598	V	7562714	7564245	15.5125	23.1405	
ENSG00000253831	1	157092044	157099808	WBGene00017601	V	7557541	7558783	14.1274	23.3945	
ENSG00000143457	1	150646225	150697144	WBGene00021644	I	3508397	3512735	56.4912	57.5	0
ENSG00000184588	1	65792514	66374579	WBGene00020114	II	7627250	7651295	42.3913	46.2908	1
ENSG00000117118	1	17018722	17054170	WBGene00009626	II	9341397	9346590	13.2143	10	0
ENSG00000116288	1	7954291	7985505	WBGene00015184	II	290582	291861	51.8519	52.4064	1
ENSG00000116288	1	7954291	7985505	WBGene00016789	V	4054191	4055109	43.3862	44.086	1
ENSG00000184908	1	16043736	16057308	WBGene00000530	II	7217955	7225648	35.9534	22.6398	0
ENSG00000184908	1	16043736	16057308	WBGene00000532	II	9094710	9098605	21.3974	18.4442	0
ENSG00000131584	1	1292376	1309609	WBGene00012359	III	10736893	10739824	7.91367	13.3333	0
ENSG00000131584	1	1292376	1309609	WBGene00017217	II	5425750	5429572	7.31415	11.5312	0
ENSG00000131584	1	1292376	1309609	WBGene00000566	III	10655018	10677521	14.988	11.2918	
ENSG00000160688	1	154983338	154993111	WBGene00011271	II	9944026	9947121	31.6865	35.8382	1
ENSG00000163155	1	151159748	151165948	WBGene00009665	I	8609925	8611066	14.0969	15.311	0
ENSG00000116745	1	68428822	68449959	WBGene00018755	II	3908491	3910837	31.1445	31.3208	1
ENSG00000116745	1	68428822	68449959	WBGene00012914	II	12830707	12832720	32.2702	32.5142	1
ENSG00000117593	1	173824568	173858808	WBGene00001095	V	12048745	12052182	39.3798	42.8331	1
ENSG00000185499	1	155185824	155192916	WBGene00012901	II	12760797	12767232	15.0826	9.97268	0
ENSG00000157064	1	183248237	183418602	WBGene00012295	X	12014250	12016190	26.7101	37.2727	0
ENSG00000157064	1	183248237	183418602	WBGene00009176	I	9305751	9306844	26.0586	35.8744	0
ENSG00000135829	1	182839369	182887751	WBGene00004355	II	8878496	8883659	42.5197	41.5065	1
ENSG00000132768	1	43970000	43973369	WBGene00007488	II	10702509	10714297	26.5849	27.3109	1
ENSG00000132681	1	160151570	160186977	WBGene00012341	IV	9817412	9824632	13.1195	10.7484	
ENSG00000132681	1	160151570	160186977	WBGene00000834	III	13439730	13455307	13.7026	11.3893	
ENSG00000132681	1	160151570	160186977	WBGene00004063	I	13004437	13023625	21.7687	22.9039	
ENSG00000132681	1	160151570	160186977	WBGene00015660	V	8076012	8079914	36.4431	35.5787	
ENSG00000132681	1	160151570	160186977	WBGene00015338	V	4934706	4939085	36.1516	35.4286	
ENSG00000132681	1	160151570	160186977	WBGene00003153	IV	3103157	3133147	23.9067	19.9352	
ENSG00000132681	1	160151570	160186977	WBGene00019875	IV	2084034	2091931	25.4616	22.6252	
ENSG00000120333	1	175010789	175023425	WBGene00011334	II	10240277	10242490	35.1562	22.6131	0
ENSG00000183853	1	157993273	158100262	WBGene00006365	X	2509608	2515317	22.5892	23.4247	0
ENSG00000183853	1	157993273	158100262	WBGene00018215	X	845731	851516	17.5694	12.3952	0
ENSG00000162692	1	100719742	100739045	WBGene00007736	IV	12468658	12474889	13.2612	6.42202	0
ENSG00000162692	1	100719742	100739045	WBGene00011418	IV	12479011	12482426	13.6671	9.81535	0
ENSG00000010932	1	171248471	171285978	WBGene00001478	III	10694590	10698861	35.1504	36.5234	0
ENSG00000010932	1	171248471	171285978	WBGene00001480	V	899310	903665	37.594	38.61	0
ENSG00000010932	1	171248471	171285978	WBGene00001476	IV	10661857	10664404	37.594	37.5235	0
ENSG00000010932	1	171248471	171285978	WBGene00007254	I	7210515	7212579	20.4887	26.9136	0
ENSG00000010932	1	171248471	171285978	WBGene00016728	I	5050040	5052523	19.5489	25.4902	0
ENSG00000116337	1	109616104	109632051	WBGene00016415	II	5203322	5209799	46.0751	47.8158	1
ENSG00000181218	1	228456979	228457873	WBGene00019947	IV	4445990	4446997	57.6923	53.5714	0
ENSG00000154358	1	228208130	228378874	WBGene00006759	IV	11972697	12011007	5.56988	6.94328	0
ENSG00000154358	1	228208130	228378874	WBGene00001000	X	8050476	8058220	1.31122	18.2812	0
ENSG00000117475	1	169367970	169396540	WBGene00020018	III	5807052	5809206	17.5	24.911	0
ENSG00000143319	1	156721891	156728799	WBGene00004095	III	5311246	5321732	26.9122	5.76806	0
ENSG00000160679	1	153633982	153646306	WBGene00000121	IV	9147468	9148579	12.8514	14.0969	0
ENSG00000160679	1	153633982	153646306	WBGene00000122	IV	12123155	12124807	16.0643	16.6667	0
ENSG00000183856	1	156525405	156572604	WBGene00003980	I	14263301	14271321	23.3599	27.3904	0
ENSG00000162604	1	61681046	61725423	WBGene00013446	III	11502963	11505291	28.9855	33.5196	1
ENSG00000116985	1	39757182	39788861	WBGene00006570	V	4726721	4730234	23.6318	25.9563	
ENSG00000058668	1	203626561	203744081	WBGene00015660	V	8076012	8079914	18.1743	20.778	
ENSG00000058668	1	203626561	203744081	WBGene00015338	V	4934706	4939085	18.5892	21.3333	
ENSG00000058668	1	203626561	203744081	WBGene00003153	IV	3103157	3133147	57.8423	56.483	
ENSG00000058668	1	203626561	203744081	WBGene00019875	IV	2084034	2091931	54.2739	56.4767	
ENSG00000078369	1	1785285	1891117	WBGene00001679	II	11742814	11748611	85.8824	85.8824	0
ENSG00000090621	1	39560816	39576790	WBGene00006331	III	4276266	4280217	10.303	14.2857	
ENSG00000090621	1	39560816	39576790	WBGene00004384	V	12192273	12194445	5.30303	11.4754	
ENSG00000134644	1	30931506	31065991	WBGene00022257	IV	6421589	6423489	10.4377	24.5545	0
ENSG00000134644	1	30931506	31065991	WBGene00004239	IV	13510307	13512162	10.4377	24.7012	0
ENSG00000134644	1	30931506	31065991	WBGene00001402	II	6088866	6091480	11.532	21.6772	0
ENSG00000134644	1	30931506	31065991	WBGene00001401	II	6078265	6080843	11.2795	21.8241	0
ENSG00000134644	1	30931506	31065991	WBGene00004242	II	13039790	13043476	8.16498	20	0
ENSG00000134644	1	30931506	31065991	WBGene00004243	IV	5486685	5490322	8.24916	20.2062	0
ENSG00000134644	1	30931506	31065991	WBGene00004241	II	8575541	8577732	9.00673	19.349	0
ENSG00000134644	1	30931506	31065991	WBGene00004245	X	5841592	5845987	25.5051	43.101	0
ENSG00000186160	1	47067488	47118319	WBGene00016147	V	7781811	7784595	26.1386	24.9527	
ENSG00000186160	1	47067488	47118319	WBGene00009226	V	16278191	16280612	26.1386	25.9332	
ENSG00000186160	1	47067488	47118319	WBGene00007140	V	9654755	9657975	28.7129	28.8845	
ENSG00000186160	1	47067488	47118319	WBGene00021412	V	59239	63509	26.5347	26.6402	
ENSG00000186160	1	47067488	47118319	WBGene00010354	IV	11403961	11406066	29.1089	29.697	
ENSG00000186160	1	47067488	47118319	WBGene00021200	IV	4761049	4762856	29.1089	29.697	
ENSG00000186160	1	47067488	47118319	WBGene00013381	IV	13401306	13403831	12.8713	21.1726	
ENSG00000117139	1	202724495	202809470	WBGene00004319	IV	10920075	10926807	27.9114	29.8578	
ENSG00000118655	1	113905141	113914086	WBGene00010195	II	14524173	14525112	5.07519	10.757	0
ENSG00000118655	1	113905141	113914086	WBGene00045237	I	8660820	8663127	11.8421	10.3618	0
ENSG00000118655	1	113905141	113914086	WBGene00007065	III	13780220	13781133	4.88722	12.093	0
ENSG00000137948	1	91949371	92014426	WBGene00017423	X	593960	596289	1.36698	3.47594	0
ENSG00000137948	1	91949371	92014426	WBGene00021636	I	3516450	3523387	4.52156	5.60626	0
ENSG00000137948	1	91949371	92014426	WBGene00001470	III	7650549	7656032	7.36067	5.03597	0
ENSG00000143153	1	169105697	169132722	WBGene00007646	I	9431098	9433828	28.3828	26.875	0
ENSG00000143153	1	169105697	169132722	WBGene00010117	X	13765331	13770558	29.703	28.3912	0
ENSG00000143553	1	153658654	153661830	WBGene00015327	IV	5090243	5091043	26.4706	29.5082	1
ENSG00000163382	1	156591762	156594299	WBGene00012476	I	12809999	12815641	27.0833	22.4138	0
ENSG00000143365	1	151806071	151831872	WBGene00022805	V	1743771	1747969	14.8649	17.8654	
ENSG00000143365	1	151806071	151831872	WBGene00003669	V	19207684	19211895	16.4093	18.3585	
ENSG00000143365	1	151806071	151831872	WBGene00003708	V	4407819	4410280	14.8649	21.2121	
ENSG00000143365	1	151806071	151831872	WBGene00003728	IV	9725251	9728576	13.7066	17.3171	
ENSG00000143365	1	151806071	151831872	WBGene00018412	V	6622268	6624694	11.1969	13.9089	
ENSG00000143365	1	151806071	151831872	WBGene00012703	V	19087723	19092668	11.1969	14.2506	
ENSG00000143365	1	151806071	151831872	WBGene00003660	V	18616599	18620043	14.0927	18.7661	
ENSG00000143365	1	151806071	151831872	WBGene00003624	X	16354976	16359654	14.8649	17.6201	
ENSG00000143365	1	151806071	151831872	WBGene00003682	IV	1620094	1623739	13.1274	19.209	
ENSG00000143365	1	151806071	151831872	WBGene00021521	IV	1617416	1619285	3.861	16.2602	
ENSG00000143365	1	151806071	151831872	WBGene00003638	X	15708195	15716444	14.6718	9.30233	
ENSG00000143365	1	151806071	151831872	WBGene00011520	V	15894454	15896765	11.9691	14.9758	
ENSG00000143365	1	151806071	151831872	WBGene00003692	V	15874093	15876408	12.9344	16.1836	
ENSG00000143365	1	151806071	151831872	WBGene00020385	V	5354062	5358225	12.5483	14.9083	
ENSG00000143365	1	151806071	151831872	WBGene00011750	V	16258442	16260686	12.3552	16.3683	
ENSG00000143365	1	151806071	151831872	WBGene00003601	I	5818477	5821134	12.3552	13.5593	
ENSG00000143365	1	151806071	151831872	WBGene00015901	V	3871174	3873216	12.5483	18.1059	
ENSG00000143365	1	151806071	151831872	WBGene00015900	V	3866556	3869005	13.3205	18.8525	
ENSG00000143365	1	151806071	151831872	WBGene00015902	V	3875245	3878382	13.5135	19.4986	
ENSG00000143365	1	151806071	151831872	WBGene00018539	V	3844645	3847151	11.583	15.3846	
ENSG00000143365	1	151806071	151831872	WBGene00012446	V	18846817	18852729	12.1622	15.2174	
ENSG00000143365	1	151806071	151831872	WBGene00003655	V	18839310	18845401	12.1622	15.7107	
ENSG00000143365	1	151806071	151831872	WBGene00013584	V	18895317	18900532	12.1622	14.8585	
ENSG00000143365	1	151806071	151831872	WBGene00003725	V	7091714	7093770	9.26641	13.2597	
ENSG00000143365	1	151806071	151831872	WBGene00044699	V	7089498	7091601	11.7761	15.8031	
ENSG00000143365	1	151806071	151831872	WBGene00003620	II	7339229	7349124	14.8649	17.1111	
ENSG00000143365	1	151806071	151831872	WBGene00021617	V	4410943	4412401	5.01931	11.6592	
ENSG00000143365	1	151806071	151831872	WBGene00003651	II	14816136	14840005	13.7066	17.1084	
ENSG00000143365	1	151806071	151831872	WBGene00003704	V	4187185	4190008	17.1815	21.2919	
ENSG00000143365	1	151806071	151831872	WBGene00003658	V	11573440	11575709	16.6023	22.3377	
ENSG00000143365	1	151806071	151831872	WBGene00016517	V	1510024	1511630	11.39	14.8241	
ENSG00000143365	1	151806071	151831872	WBGene00008619	V	16904912	16906787	12.7413	16.9666	
