From	To	Species	Gene Name
179696	NM_001136422	Caenorhabditis elegans	FIP (Fungus-Induced Protein) Related(fipr-2)
172545	NM_059759	Caenorhabditis elegans	hypothetical protein(D2005.4)
172546	NM_059760	Caenorhabditis elegans	Dicer Related Helicase(drh-3)
172547	NM_059761	Caenorhabditis elegans	Putative glutaminase 3(glna-3)
172548	NM_059762	Caenorhabditis elegans	hypothetical protein(F30F8.1)
172549	NM_059763	Caenorhabditis elegans	GRASP (General Receptor for phosphoinositides 1-Associated Scaffold Protein) homolog(gras-1)
172540	NM_001128990	Caenorhabditis elegans	hypothetical protein(F27D4.6)
172540	NM_059749	Caenorhabditis elegans	hypothetical protein(F27D4.6)
172542	NM_182001	Caenorhabditis elegans	Adenosine Deaminase acting on RNA(adr-1)
172542	NM_059752	Caenorhabditis elegans	Adenosine Deaminase acting on RNA(adr-1)
172542	NM_182002	Caenorhabditis elegans	Adenosine Deaminase acting on RNA(adr-1)
172542	NM_059753	Caenorhabditis elegans	Adenosine Deaminase acting on RNA(adr-1)
172542	AY150819	Caenorhabditis elegans	Adenosine Deaminase acting on RNA(adr-1)
172542	NM_182003	Caenorhabditis elegans	Adenosine Deaminase acting on RNA(adr-1)
172542	AY150818	Caenorhabditis elegans	Adenosine Deaminase acting on RNA(adr-1)
180400	NM_075704	Caenorhabditis elegans	Acid Alpha Glucosidase Relate(aagr-4)
179691	NM_073691	Caenorhabditis elegans	Mitochondrial import receptor subunit TOM20 homolog(tomm-20)
179690	NM_073689	Caenorhabditis elegans	hypothetical protein(R04F11.2)
180403	NM_075708	Caenorhabditis elegans	Putative zinc finger protein B0310.2(B0310.2)
179693	NM_001269483	Caenorhabditis elegans	Cuticle collagen 1(sqt-3)
179693	NM_001269484	Caenorhabditis elegans	Cuticle collagen 1(sqt-3)
180404	NM_075711	Caenorhabditis elegans	Putative UDP-glucuronosyltransferase ugt-46(ugt-46)
179692	NM_073692	Caenorhabditis elegans	SyNaptoBrevin related(snb-2)
180401	NM_075705	Caenorhabditis elegans	hypothetical protein(che-2)
180401	AJ011523	Caenorhabditis elegans	hypothetical protein(che-2)
179695	NM_073695	Caenorhabditis elegans	hypothetical protein(F23H12.5)
180402	U85766	Caenorhabditis elegans	hypothetical protein(egl-17)
180402	NM_075706	Caenorhabditis elegans	hypothetical protein(egl-17)
180408	NM_075720	Caenorhabditis elegans	hypothetical protein(mrp-2)
179685	NM_073681	Caenorhabditis elegans	Ribosomal protein S6 Kinase Delta homolog(rskd-1)
179685	NM_001129485	Caenorhabditis elegans	Ribosomal protein S6 Kinase Delta homolog(rskd-1)
172534	NM_059744	Caenorhabditis elegans	hypothetical protein(T23G11.1)
180407	NM_075719	Caenorhabditis elegans	Zinc metalloproteinase nas-38(nas-38)
179686	NM_073682	Caenorhabditis elegans	Probable signal recognition particle subunit SRP68(srpa-68)
172535	NM_059745	Caenorhabditis elegans	Probable electron transfer flavoprotein subunit alpha, mitochondrial(F27D4.1)
180406	NM_075717	Caenorhabditis elegans	hypothetical protein(F57C12.2)
179687	NM_073684	Caenorhabditis elegans	FERM domain (protein4.1-ezrin-radixin-moesin) family(frm-7)
172532	NM_059742	Caenorhabditis elegans	Female germline-specific tumor suppressor gld-1(gld-1)
180405	NM_075713	Caenorhabditis elegans	hypothetical protein(F28C10.3)
179688	NM_073687	Caenorhabditis elegans	hypothetical protein(R04F11.3)
172533	NM_059743	Caenorhabditis elegans	Glucosamine phosphate N-Acetyl transferase(gna-2)
172533	AY455927	Caenorhabditis elegans	Glucosamine phosphate N-Acetyl transferase(gna-2)
179689	NM_073688	Caenorhabditis elegans	hypothetical protein(R04F11.5)
172538	NM_001047192	Caenorhabditis elegans	Zinc finger CCCH domain-containing protein 15 homolog(F27D4.4)
172538	NM_001047191	Caenorhabditis elegans	Zinc finger CCCH domain-containing protein 15 homolog(F27D4.4)
172539	NM_059748	Caenorhabditis elegans	hypothetical protein(tag-173)
172536	NM_059746	Caenorhabditis elegans	hypothetical protein(lsy-22)
172536	NM_001128989	Caenorhabditis elegans	hypothetical protein(lsy-22)
180409	NM_001029548	Caenorhabditis elegans	hypothetical protein(mrp-1)
180409	NM_001029547	Caenorhabditis elegans	hypothetical protein(mrp-1)
180409	NM_075721	Caenorhabditis elegans	hypothetical protein(mrp-1)
180409	NM_171938	Caenorhabditis elegans	hypothetical protein(mrp-1)
180409	NM_001038464	Caenorhabditis elegans	hypothetical protein(mrp-1)
172530	NM_001263636	Caenorhabditis elegans	RaL Binding Protein(rlbp-1)
172530	NM_001267076	Caenorhabditis elegans	RaL Binding Protein(rlbp-1)
172531	NM_059741	Caenorhabditis elegans	hypothetical protein(T23G11.4)
13186110	NM_001267219	Caenorhabditis elegans	hypothetical protein(F14E5.8)
172129	NM_059107	Caenorhabditis elegans	PHAryngeal gland Toxin-related(phat-1)
13189638	NM_001267999	Caenorhabditis elegans	hypothetical protein(B0244.15)
172126	NM_059098	Caenorhabditis elegans	hypothetical protein(F54C1.1)
172125	NM_059097	Caenorhabditis elegans	Sperm Specific Transcript(sst-20)
172128	NM_001262849	Caenorhabditis elegans	Let-23 Fertility Effector/regulator(lfe-2)
172128	NM_001262847	Caenorhabditis elegans	Let-23 Fertility Effector/regulator(lfe-2)
172128	NM_001262850	Caenorhabditis elegans	Let-23 Fertility Effector/regulator(lfe-2)
172128	NM_001025876	Caenorhabditis elegans	Let-23 Fertility Effector/regulator(lfe-2)
172128	NM_001025878	Caenorhabditis elegans	Let-23 Fertility Effector/regulator(lfe-2)
172128	NM_001025877	Caenorhabditis elegans	Let-23 Fertility Effector/regulator(lfe-2)
172127	NM_059100	Caenorhabditis elegans	Paralysed Arrest at Two-fold(pat-10)
13220270	NM_001270079	Caenorhabditis elegans	hypothetical protein(R160.10)
180412	NM_075727	Caenorhabditis elegans	hypothetical protein(F13C5.5)
172122	NM_182063	Caenorhabditis elegans	Tetratricopeptide repeat protein 30 homolog(dyf-1)
172122	NM_059093	Caenorhabditis elegans	Tetratricopeptide repeat protein 30 homolog(dyf-1)
180413	NM_171612	Caenorhabditis elegans	hypothetical protein(unc-96)
180413	NM_171939	Caenorhabditis elegans	hypothetical protein(unc-96)
172121	NM_059092	Caenorhabditis elegans	CILiary localization(cil-7)
180414	NM_171613	Caenorhabditis elegans	Intermediate Filament, C(ifc-2)
180414	NM_001270046	Caenorhabditis elegans	Intermediate Filament, C(ifc-2)
180414	NM_171614	Caenorhabditis elegans	Intermediate Filament, C(ifc-2)
180414	NM_001029643	Caenorhabditis elegans	Intermediate Filament, C(ifc-2)
172124	NM_059095	Caenorhabditis elegans	Decapping nuclease dom-3(dom-3)
172124	U34893	Caenorhabditis elegans	Decapping nuclease dom-3(dom-3)
180415	NM_075733	Caenorhabditis elegans	LiPocalin-Related protein(lpr-7)
172123	NM_001026322	Caenorhabditis elegans	Maternal Effect Sterile(mes-3)
172123	NM_001026321	Caenorhabditis elegans	Maternal Effect Sterile(mes-3)
180410	NM_075723	Caenorhabditis elegans	hypothetical protein(F13C5.2)
172120	NM_059091	Caenorhabditis elegans	PAF-acetylhydrolase(paf-1)
172120	AF386744	Caenorhabditis elegans	PAF-acetylhydrolase(paf-1)
173618	AF304124	Caenorhabditis elegans	Protein F29A7.6(F29A7.6)
173618	NM_061948	Caenorhabditis elegans	Protein F29A7.6(F29A7.6)
180411	NM_075726	Caenorhabditis elegans	hypothetical protein(F13C5.1)
173619	NM_061952	Caenorhabditis elegans	F-box B protein(fbxb-107)
173617	NM_061943	Caenorhabditis elegans	hypothetical protein(T05A8.5)
173615	NM_061941	Caenorhabditis elegans	hypothetical protein(T05A8.3)
173614	NM_061938	Caenorhabditis elegans	hypothetical protein(Y47G7B.2)
172565	NM_059788	Caenorhabditis elegans	hypothetical protein(T22C1.3)
173613	AY357729	Caenorhabditis elegans	Two pore potassium channel protein sup-9(sup-9)
173613	NM_061932	Caenorhabditis elegans	Two pore potassium channel protein sup-9(sup-9)
173613	AF083652	Caenorhabditis elegans	Two pore potassium channel protein sup-9(sup-9)
180416	NM_075735	Caenorhabditis elegans	RUN Domain containing protein(rund-1)
180416	JN986879	Caenorhabditis elegans	RUN Domain containing protein(rund-1)
172566	NM_059790	Caenorhabditis elegans	hypothetical protein(T22C1.5)
173612	NM_061930	Caenorhabditis elegans	hypothetical protein(F34D6.1)
180419	NM_001029627	Caenorhabditis elegans	Suppressor of LIneage defect(sli-1)
180419	NM_001029626	Caenorhabditis elegans	Suppressor of LIneage defect(sli-1)
180419	NM_075744	Caenorhabditis elegans	Suppressor of LIneage defect(sli-1)
173611	NM_061929	Caenorhabditis elegans	hypothetical protein(F22E5.17)
180418	NM_171615	Caenorhabditis elegans	NCAM (neural cell adhesion molecule) homolog(ncam-1)
180418	NM_171616	Caenorhabditis elegans	NCAM (neural cell adhesion molecule) homolog(ncam-1)
180418	NM_171617	Caenorhabditis elegans	NCAM (neural cell adhesion molecule) homolog(ncam-1)
180418	AF456360	Caenorhabditis elegans	NCAM (neural cell adhesion molecule) homolog(ncam-1)
172568	NM_059791	Caenorhabditis elegans	hypothetical protein(T22C1.6)
173610	NM_061914	Caenorhabditis elegans	hypothetical protein(F22E5.8)
172561	NM_059784	Caenorhabditis elegans	hypothetical protein(smgl-1)
172562	NM_059785	Caenorhabditis elegans	Non-muscle MYosin(nmy-2)
13204091	NM_001268928	Caenorhabditis elegans	hypothetical protein(M199.134)
172563	NM_059786	Caenorhabditis elegans	hypothetical protein(T22C1.1)
172564	NM_059787	Caenorhabditis elegans	Globin-like protein 26(glb-26)
13220267	NM_001270078	Caenorhabditis elegans	hypothetical protein(F14H12.17)
172560	NM_059783	Caenorhabditis elegans	hypothetical protein(F20G4.2)
172119	NM_059090	Caenorhabditis elegans	Sodium: Neurotransmitter symporter Family(snf-1)
172118	NM_059088	Caenorhabditis elegans	AminoPeptidase P(app-1)
172117	NM_059086	Caenorhabditis elegans	ENhancer of Uncoordination(enu-3.3)
172116	NM_001047193	Caenorhabditis elegans	Structural maintenance of chromosomes protein 1(him-1)
172116	NM_001047194	Caenorhabditis elegans	Structural maintenance of chromosomes protein 1(him-1)
172115	NM_001026252	Caenorhabditis elegans	hypothetical protein(F28B3.6)
172114	NM_059083	Caenorhabditis elegans	hypothetical protein(F28B3.10)
180425	NM_075752	Caenorhabditis elegans	hypothetical protein(T04G9.4)
180426	NM_075753	Caenorhabditis elegans	Zinc metalloproteinase nas-15(nas-15)
180423	NM_075750	Caenorhabditis elegans	Intracellular LEctin(ile-2)
172111	NM_182065	Caenorhabditis elegans	hypothetical protein(F28B3.5)
172111	NM_059077	Caenorhabditis elegans	hypothetical protein(F28B3.5)
180424	NM_075751	Caenorhabditis elegans	hypothetical protein(T04G9.7)
172110	NM_059076	Caenorhabditis elegans	IMportin Beta family(imb-1)
180421	NM_075748	Caenorhabditis elegans	hypothetical protein(dyf-11)
173607	NM_061906	Caenorhabditis elegans	hypothetical protein(D2062.6)
180422	NM_075749	Caenorhabditis elegans	Translocon-associated protein subunit beta(trap-2)
180420	NM_001029171	Caenorhabditis elegans	MAP kinase-activating death domain protein(aex-3)
180420	NM_171618	Caenorhabditis elegans	MAP kinase-activating death domain protein(aex-3)
180420	U93842	Caenorhabditis elegans	MAP kinase-activating death domain protein(aex-3)
173604	NM_061888	Caenorhabditis elegans	hypothetical protein(K02F6.7)
173603	NM_061884	Caenorhabditis elegans	Ga Binding and Activating and Spk (SPK) domain containing(gbas-1)
172558	NM_001263694	Caenorhabditis elegans	hypothetical protein(F55D12.2)
172558	NM_001263695	Caenorhabditis elegans	hypothetical protein(F55D12.2)
173606	NM_061897	Caenorhabditis elegans	Ubiquitin Specific Protease(usp-39)
172559	NM_059781	Caenorhabditis elegans	hypothetical protein(F55D12.6)
172556	NM_001026417	Caenorhabditis elegans	Phosphoenolypyruvate CarboxyKinase(pck-2)
172556	NM_001026416	Caenorhabditis elegans	Phosphoenolypyruvate CarboxyKinase(pck-2)
172556	NM_001026419	Caenorhabditis elegans	Phosphoenolypyruvate CarboxyKinase(pck-2)
172556	NM_001026418	Caenorhabditis elegans	Phosphoenolypyruvate CarboxyKinase(pck-2)
173600	NM_061877	Caenorhabditis elegans	Prion-like-(Q/N-rich)-domain-bearing protein(pqn-42)
173600	NM_001129141	Caenorhabditis elegans	Prion-like-(Q/N-rich)-domain-bearing protein(pqn-42)
173600	NM_061876	Caenorhabditis elegans	Prion-like-(Q/N-rich)-domain-bearing protein(pqn-42)
180429	NM_075758	Caenorhabditis elegans	hypothetical protein(F25E2.3)
172557	NM_059776	Caenorhabditis elegans	Putative carboxypeptidase suro-1(suro-1)
180428	NM_001270049	Caenorhabditis elegans	hypothetical protein(F25E2.2)
180428	NM_001270050	Caenorhabditis elegans	hypothetical protein(F25E2.2)
172554	NM_059771	Caenorhabditis elegans	Aspergillus NUclear Division related(nud-2)
173602	NM_061879	Caenorhabditis elegans	MNAT (menage a trois) TFIIH subunit(mnat-1)
180427	NM_075756	Caenorhabditis elegans	GPCR Thermal Receptor(gtr-1)
172555	NM_059772	Caenorhabditis elegans	hypothetical protein(R11A5.3)
173601	NM_061878	Caenorhabditis elegans	Transporter of SR proteins(tsr-1)
172552	NM_059768	Caenorhabditis elegans	TAF (TBP-associated transcription factor) family(taf-5)
172553	NM_059769	Caenorhabditis elegans	hypothetical protein(apb-3)
172553	NM_059770	Caenorhabditis elegans	hypothetical protein(apb-3)
172550	NM_059764	Caenorhabditis elegans	hypothetical protein(F30F8.9)
172550	NM_182081	Caenorhabditis elegans	hypothetical protein(F30F8.9)
184750	NM_074465	Caenorhabditis elegans	piRNA biogenesis factor prde-1(prde-1)
184752	NM_001269742	Caenorhabditis elegans	Ligand-Gated ion Channel(lgc-31)
184752	NM_001269741	Caenorhabditis elegans	Ligand-Gated ion Channel(lgc-31)
184751	NM_074466	Caenorhabditis elegans	GLoBin related(glb-14)
184757	NM_077307	Caenorhabditis elegans	Neuronal Calcium Sensor family(ncs-4)
184757	NM_001277039	Caenorhabditis elegans	Neuronal Calcium Sensor family(ncs-4)
184757	NM_001129664	Caenorhabditis elegans	Neuronal Calcium Sensor family(ncs-4)
184759	NM_077309	Caenorhabditis elegans	ARRestin Domain protein(arrd-28)
184756	NM_058803	Caenorhabditis elegans	hypothetical protein(F21A9.2)
184755	NM_058804	Caenorhabditis elegans	hypothetical protein(F21A9.1)
172580	NM_059802	Caenorhabditis elegans	hypothetical protein(C54G4.2)
172582	NM_059806	Caenorhabditis elegans	CYtochrome C(cyc-1)
172581	NM_001047181	Caenorhabditis elegans	Putative ribosomal protein S6 kinase alpha-2(rskn-2)
172581	NM_001047180	Caenorhabditis elegans	Putative ribosomal protein S6 kinase alpha-2(rskn-2)
172584	NM_059808	Caenorhabditis elegans	Eukaryotic translation initiation factor 2 subunit 2(iftb-1)
172583	NM_059807	Caenorhabditis elegans	hypothetical protein(C54G4.9)
172586	NM_059810	Caenorhabditis elegans	Cell Division Cycle related(cdc-48.3)
172585	NM_059809	Caenorhabditis elegans	hypothetical protein(aho-3)
172588	NM_059813	Caenorhabditis elegans	SECIS (SeCis) Binding Protein homolog(scbp-2)
172587	NR_131389	Caenorhabditis elegans	Acyl protein THioesterase family(ath-1)
172587	NR_131388	Caenorhabditis elegans	Acyl protein THioesterase family(ath-1)
172587	NM_001306367	Caenorhabditis elegans	Acyl protein THioesterase family(ath-1)
172587	NM_059812	Caenorhabditis elegans	Acyl protein THioesterase family(ath-1)
172589	NM_059814	Caenorhabditis elegans	VAC (yeast VACuole morphology)-Like(vacl-14)
184763	NM_072967	Caenorhabditis elegans	hypothetical protein(F21C10.1)
184761	NM_059658	Caenorhabditis elegans	hypothetical protein(F21C3.6)
184760	NM_059655	Caenorhabditis elegans	Histidine triad nucleotide-binding protein 1(hint-1)
184768	NM_069103	Caenorhabditis elegans	hypothetical protein(F21D5.4)
184767	NM_072959	Caenorhabditis elegans	hypothetical protein(F21C10.9)
184766	NM_072963	Caenorhabditis elegans	hypothetical protein(F21C10.6)
184765	NM_072964	Caenorhabditis elegans	hypothetical protein(F21C10.5)
184764	NM_072965	Caenorhabditis elegans	hypothetical protein(F21C10.4)
172571	NM_059793	Caenorhabditis elegans	Protein-tyrosine-phosphatase(T22C1.8)
13186158	NM_001267231	Caenorhabditis elegans	hypothetical protein(F54C9.14)
172575	NM_059797	Caenorhabditis elegans	hypothetical protein(H05L14.1)
172574	NM_001026461	Caenorhabditis elegans	Rab3 GTPase-activating protein regulatory subunit(rbg-2)
172574	NM_001026460	Caenorhabditis elegans	Rab3 GTPase-activating protein regulatory subunit(rbg-2)
172573	NM_059796	Caenorhabditis elegans	hypothetical protein(T22C1.11)
172572	NM_059794	Caenorhabditis elegans	hypothetical protein(T22C1.9)
172579	NM_059800	Caenorhabditis elegans	hypothetical protein(C54G4.4)
172578	NM_059799	Caenorhabditis elegans	hypothetical protein(C54G4.5)
172577	NM_059798	Caenorhabditis elegans	hypothetical protein(H05L14.2)
181900	NM_061830	Caenorhabditis elegans	hypothetical protein(B0281.6)
184770	NM_069104	Caenorhabditis elegans	Mitochondrial Ribosomal Protein, Small(mrps-33)
184772	NM_075347	Caenorhabditis elegans	hypothetical protein(F21D9.1)
184771	NM_069098	Caenorhabditis elegans	hypothetical protein(F21D5.9)
184774	NM_001277009	Caenorhabditis elegans	hypothetical protein(F21D9.4)
184774	NM_001277008	Caenorhabditis elegans	hypothetical protein(F21D9.4)
184774	NM_075344	Caenorhabditis elegans	hypothetical protein(F21D9.4)
184773	NM_075345	Caenorhabditis elegans	hypothetical protein(F21D9.3)
184778	NM_063130	Caenorhabditis elegans	hypothetical protein(F21D12.2)
184777	NM_075348	Caenorhabditis elegans	hypothetical protein(F21D9.8)
184779	NM_063132	Caenorhabditis elegans	N-terminal PAX (PAI domain only) protein(npax-1)
181908	NM_075947	Caenorhabditis elegans	hypothetical protein(B0294.1)
181907	NM_062374	Caenorhabditis elegans	ForKHead transcription factor family(fkh-6)
181905	NM_065480	Caenorhabditis elegans	Putative choline kinase B3(ckb-3)
181905	BK000640	Caenorhabditis elegans	Putative choline kinase B3(ckb-3)
181904	AY158690	Caenorhabditis elegans	Choline kinase B1(ckb-1)
181904	NM_065478	Caenorhabditis elegans	Choline kinase B1(ckb-1)
181903	NM_065484	Caenorhabditis elegans	hypothetical protein(B0284.4)
181902	NM_065481	Caenorhabditis elegans	hypothetical protein(B0284.1)
181901	NM_061833	Caenorhabditis elegans	hypothetical protein(B0281.8)
184781	NM_075843	Caenorhabditis elegans	hypothetical protein(F21E9.2)
181910	NM_075945	Caenorhabditis elegans	hypothetical protein(B0294.3)
181911	NM_078381	Caenorhabditis elegans	hypothetical protein(B0302.2)
184785	NM_059070	Caenorhabditis elegans	hypothetical protein(F21F3.4)
184784	NM_075848	Caenorhabditis elegans	hypothetical protein(F21E9.6)
184782	NM_075844	Caenorhabditis elegans	TransThyretin-Related family domain(ttr-37)
184788	NM_072730	Caenorhabditis elegans	hypothetical protein(F21F8.5)
184786	NM_072739	Caenorhabditis elegans	Serpentine receptor class gamma-33(srg-33)
172597	NM_001136277	Caenorhabditis elegans	Protein lin-10(lin-10)
172597	AJ133374	Caenorhabditis elegans	Protein lin-10(lin-10)
172597	NM_001025825	Caenorhabditis elegans	Protein lin-10(lin-10)
172597	NM_059825	Caenorhabditis elegans	Protein lin-10(lin-10)
172596	NM_001025822	Caenorhabditis elegans	Suppressor of presenilin protein 4(spr-4)
172596	NM_001025823	Caenorhabditis elegans	Suppressor of presenilin protein 4(spr-4)
172595	NM_059823	Caenorhabditis elegans	hypothetical protein(F18C12.3)
172594	AF372457	Caenorhabditis elegans	Receptor Mediated Endocytosis(rme-8)
